prospect_id,date,activity_type,summary,rep
138,2026-04-12,Text,Shared proposal and financing overview.,Unassigned
138,2026-05-08,Text,Shared proposal and financing overview.,Unassigned
138,2026-06-29,Text,Followed up on estimated savings.,Unassigned
139,2026-01-13,Email,Discussed system sizing and utility territory.,Unassigned
140,2025-11-18,Site Review,Reviewed roof suitability and project timeline.,Unassigned
140,2025-11-03,Text,Followed up on estimated savings.,Unassigned
140,2025-09-15,Site Review,Left voicemail and sent SMS.,Unassigned
140,2025-11-16,Call,Followed up on estimated savings.,Unassigned
140,2025-09-05,Call,Shared proposal and financing overview.,Unassigned
141,2025-12-14,Call,Shared proposal and financing overview.,Atlas Admin
141,2025-12-21,Proposal,Left voicemail and sent SMS.,Atlas Admin
141,2025-12-28,Proposal,Discussed system sizing and utility territory.,Atlas Admin
142,2026-03-02,Email,Discussed system sizing and utility territory.,Unassigned
142,2026-05-03,Site Review,Left voicemail and sent SMS.,Unassigned
142,2026-03-02,Call,Left voicemail and sent SMS.,Unassigned
142,2026-05-14,Email,Reviewed roof suitability and project timeline.,Unassigned
142,2026-02-25,Call,Left voicemail and sent SMS.,Unassigned
143,2026-04-15,Text,Followed up on estimated savings.,Unassigned
143,2026-03-02,Proposal,Discussed system sizing and utility territory.,Unassigned
143,2026-05-10,Proposal,Reviewed roof suitability and project timeline.,Unassigned
144,2026-01-31,Site Review,Left voicemail and sent SMS.,Atlas Admin
144,2025-12-17,Call,Followed up on estimated savings.,Atlas Admin
144,2025-12-03,Proposal,Followed up on estimated savings.,Atlas Admin
144,2026-01-16,Email,Left voicemail and sent SMS.,Atlas Admin
144,2025-12-16,Call,Followed up on estimated savings.,Atlas Admin
145,2026-07-06,Proposal,Left voicemail and sent SMS.,Atlas Admin
146,2025-10-27,Email,Shared proposal and financing overview.,Unassigned
146,2025-11-21,Proposal,Reviewed roof suitability and project timeline.,Unassigned
147,2026-04-30,Proposal,Discussed system sizing and utility territory.,Atlas Admin
147,2026-04-16,Text,Followed up on estimated savings.,Atlas Admin
147,2026-06-08,Proposal,Followed up on estimated savings.,Atlas Admin
147,2026-05-26,Site Review,Reviewed roof suitability and project timeline.,Atlas Admin
147,2026-04-18,Site Review,Left voicemail and sent SMS.,Atlas Admin
148,2026-04-04,Text,Left voicemail and sent SMS.,Atlas Admin
148,2026-06-12,Call,Followed up on estimated savings.,Atlas Admin
149,2026-01-13,Text,Followed up on estimated savings.,Unassigned
149,2025-11-20,Proposal,Reviewed roof suitability and project timeline.,Unassigned
149,2026-01-12,Proposal,Discussed system sizing and utility territory.,Unassigned
150,2025-11-29,Email,Followed up on estimated savings.,Unassigned
150,2025-11-11,Call,Left voicemail and sent SMS.,Unassigned
150,2025-10-11,Email,Left voicemail and sent SMS.,Unassigned
151,2026-02-23,Email,Reviewed roof suitability and project timeline.,Unassigned
151,2026-02-24,Proposal,Left voicemail and sent SMS.,Unassigned
152,2026-01-17,Proposal,Reviewed roof suitability and project timeline.,Unassigned
152,2025-12-28,Proposal,Followed up on estimated savings.,Unassigned
152,2025-11-01,Site Review,Left voicemail and sent SMS.,Unassigned
152,2026-01-10,Text,Left voicemail and sent SMS.,Unassigned
153,2026-04-19,Proposal,Followed up on estimated savings.,Atlas Admin
153,2026-04-12,Email,Left voicemail and sent SMS.,Atlas Admin
153,2026-02-03,Call,Followed up on estimated savings.,Atlas Admin
153,2026-02-12,Proposal,Left voicemail and sent SMS.,Atlas Admin
154,2026-04-09,Call,Followed up on estimated savings.,Unassigned
154,2026-03-27,Email,Followed up on estimated savings.,Unassigned
154,2026-06-19,Call,Followed up on estimated savings.,Unassigned
155,2025-11-09,Text,Left voicemail and sent SMS.,Unassigned
156,2026-02-09,Call,Reviewed roof suitability and project timeline.,Unassigned
156,2025-11-29,Email,Left voicemail and sent SMS.,Unassigned
156,2025-12-12,Call,Followed up on estimated savings.,Unassigned
156,2025-11-20,Call,Discussed system sizing and utility territory.,Unassigned
156,2026-01-16,Call,Left voicemail and sent SMS.,Unassigned
157,2026-01-29,Email,Discussed system sizing and utility territory.,Atlas Admin
158,2026-04-11,Site Review,Discussed system sizing and utility territory.,Unassigned
158,2026-03-01,Text,Discussed system sizing and utility territory.,Unassigned
158,2026-04-04,Call,Discussed system sizing and utility territory.,Unassigned
159,2025-12-19,Proposal,Reviewed roof suitability and project timeline.,Unassigned
159,2025-11-08,Proposal,Followed up on estimated savings.,Unassigned
159,2025-11-24,Call,Reviewed roof suitability and project timeline.,Unassigned
160,2026-03-24,Text,Reviewed roof suitability and project timeline.,Unassigned
160,2026-06-10,Call,Shared proposal and financing overview.,Unassigned
160,2026-05-23,Email,Followed up on estimated savings.,Unassigned
160,2026-05-24,Text,Left voicemail and sent SMS.,Unassigned
160,2026-05-06,Call,Shared proposal and financing overview.,Unassigned
