prospect_id,date,activity_type,summary,rep
137,2026-03-06,Text,Followed up on estimated savings.,Atlas Admin
138,2025-11-05,Email,Shared proposal and financing overview.,Unassigned
138,2025-10-13,Text,Shared proposal and financing overview.,Unassigned
138,2025-11-08,Text,Shared proposal and financing overview.,Unassigned
138,2025-12-30,Text,Followed up on estimated savings.,Unassigned
139,2026-01-28,Email,Discussed system sizing and utility territory.,Unassigned
140,2026-04-06,Site Review,Reviewed roof suitability and project timeline.,Atlas Sales
140,2026-03-22,Text,Followed up on estimated savings.,Atlas Sales
140,2026-02-01,Site Review,Left voicemail and sent SMS.,Atlas Sales
140,2026-04-04,Call,Followed up on estimated savings.,Atlas Sales
140,2026-01-22,Call,Shared proposal and financing overview.,Atlas Sales
141,2026-04-01,Call,Shared proposal and financing overview.,Unassigned
141,2026-04-08,Proposal,Left voicemail and sent SMS.,Unassigned
141,2026-04-15,Proposal,Discussed system sizing and utility territory.,Unassigned
142,2026-04-08,Email,Discussed system sizing and utility territory.,Unassigned
142,2026-06-09,Site Review,Left voicemail and sent SMS.,Unassigned
142,2026-04-08,Call,Left voicemail and sent SMS.,Unassigned
142,2026-06-20,Email,Reviewed roof suitability and project timeline.,Unassigned
142,2026-04-03,Call,Left voicemail and sent SMS.,Unassigned
143,2026-03-09,Text,Followed up on estimated savings.,Atlas Sales
143,2026-01-24,Proposal,Discussed system sizing and utility territory.,Atlas Sales
143,2026-04-03,Proposal,Reviewed roof suitability and project timeline.,Atlas Sales
144,2026-02-11,Site Review,Left voicemail and sent SMS.,Atlas Admin
144,2025-12-28,Call,Followed up on estimated savings.,Atlas Admin
144,2025-12-14,Proposal,Followed up on estimated savings.,Atlas Admin
144,2026-01-27,Email,Left voicemail and sent SMS.,Atlas Admin
144,2025-12-27,Call,Followed up on estimated savings.,Atlas Admin
145,2026-01-20,Proposal,Left voicemail and sent SMS.,Atlas Admin
146,2025-11-27,Email,Shared proposal and financing overview.,Unassigned
146,2025-12-22,Proposal,Reviewed roof suitability and project timeline.,Unassigned
147,2026-01-30,Proposal,Discussed system sizing and utility territory.,Atlas Sales
147,2026-01-16,Text,Followed up on estimated savings.,Atlas Sales
147,2026-03-10,Proposal,Followed up on estimated savings.,Atlas Sales
147,2026-02-25,Site Review,Reviewed roof suitability and project timeline.,Atlas Sales
147,2026-01-18,Site Review,Left voicemail and sent SMS.,Atlas Sales
148,2025-09-15,Text,Left voicemail and sent SMS.,Atlas Admin
148,2025-11-23,Call,Followed up on estimated savings.,Atlas Admin
149,2026-02-10,Text,Followed up on estimated savings.,Atlas Admin
149,2025-12-18,Proposal,Reviewed roof suitability and project timeline.,Atlas Admin
149,2026-02-09,Proposal,Discussed system sizing and utility territory.,Atlas Admin
150,2025-11-21,Email,Followed up on estimated savings.,Unassigned
150,2025-11-03,Call,Left voicemail and sent SMS.,Unassigned
150,2025-10-03,Email,Left voicemail and sent SMS.,Unassigned
151,2025-10-10,Email,Reviewed roof suitability and project timeline.,Unassigned
151,2025-10-11,Proposal,Left voicemail and sent SMS.,Unassigned
152,2026-07-05,Proposal,Reviewed roof suitability and project timeline.,Unassigned
152,2026-06-15,Proposal,Followed up on estimated savings.,Unassigned
152,2026-04-19,Site Review,Left voicemail and sent SMS.,Unassigned
152,2026-06-28,Text,Left voicemail and sent SMS.,Unassigned
153,2026-03-30,Proposal,Followed up on estimated savings.,Unassigned
153,2026-03-23,Email,Left voicemail and sent SMS.,Unassigned
153,2026-01-14,Call,Followed up on estimated savings.,Unassigned
153,2026-01-23,Proposal,Left voicemail and sent SMS.,Unassigned
154,2025-11-11,Call,Followed up on estimated savings.,Atlas Admin
154,2025-10-29,Email,Followed up on estimated savings.,Atlas Admin
154,2026-01-21,Call,Followed up on estimated savings.,Atlas Admin
155,2026-04-11,Text,Left voicemail and sent SMS.,Unassigned
156,2026-02-18,Call,Reviewed roof suitability and project timeline.,Unassigned
156,2025-12-08,Email,Left voicemail and sent SMS.,Unassigned
156,2025-12-21,Call,Followed up on estimated savings.,Unassigned
156,2025-11-29,Call,Discussed system sizing and utility territory.,Unassigned
156,2026-01-25,Call,Left voicemail and sent SMS.,Unassigned
157,2026-03-11,Email,Discussed system sizing and utility territory.,Unassigned
158,2026-05-21,Site Review,Discussed system sizing and utility territory.,Unassigned
158,2026-04-10,Text,Discussed system sizing and utility territory.,Unassigned
158,2026-05-14,Call,Discussed system sizing and utility territory.,Unassigned
159,2026-06-14,Proposal,Reviewed roof suitability and project timeline.,Unassigned
159,2026-05-04,Proposal,Followed up on estimated savings.,Unassigned
159,2026-05-20,Call,Reviewed roof suitability and project timeline.,Unassigned
160,2025-10-22,Text,Reviewed roof suitability and project timeline.,Unassigned
160,2026-01-08,Call,Shared proposal and financing overview.,Unassigned
160,2025-12-21,Email,Followed up on estimated savings.,Unassigned
160,2025-12-22,Text,Left voicemail and sent SMS.,Unassigned
160,2025-12-04,Call,Shared proposal and financing overview.,Unassigned
